First_image,Second_image,Answer
temporal_order_images/PEXH8N-1.png,temporal_order_images/PEXH8N-2.png,First
temporal_order_images/PEX1K2-2.png,temporal_order_images/PEX1K2-1.png,Second
temporal_order_images/PEXFZM-2.png,temporal_order_images/PEXFZM-1.png,Second
temporal_order_images/PIXLII-3.png,temporal_order_images/PIXLII-2.png,Second
temporal_order_images/PEXQIZ-3.png,temporal_order_images/PEXQIZ-2.png,Second
temporal_order_images/PEXDWY-2.png,temporal_order_images/PEXDWY-1.png,Second
temporal_order_images/PIX3IQ-4.png,temporal_order_images/PIX3IQ-3.png,Second
temporal_order_images/PEX68O-2.png,temporal_order_images/PEX68O-1.png,Second
temporal_order_images/PEXLHN-1.png,temporal_order_images/PEXLHN-2.png,First
temporal_order_images/PEXM6T-3.png,temporal_order_images/PEXM6T-4.png,First
temporal_order_images/PIX0YQ-3.png,temporal_order_images/PIX0YQ-2.png,Second
temporal_order_images/PEX3IQ-1.png,temporal_order_images/PEX3IQ-2.png,First
temporal_order_images/PIXASB-1.png,temporal_order_images/PIXASB-2.png,First
temporal_order_images/PEXLHN-2.png,temporal_order_images/PEXLHN-1.png,Second
temporal_order_images/PIXD9F-2.png,temporal_order_images/PIXD9F-1.png,Second
temporal_order_images/PIXK1S-4.png,temporal_order_images/PIXK1S-3.png,Second
temporal_order_images/PIX19G-1.png,temporal_order_images/PIX19G-2.png,First
temporal_order_images/PEX8KS-1.png,temporal_order_images/PEX8KS-2.png,First
temporal_order_images/PEXGRS-4.png,temporal_order_images/PEXGRS-3.png,Second
temporal_order_images/PIX2WJ-1.png,temporal_order_images/PIX2WJ-2.png,First
temporal_order_images/PEXEAP-2.png,temporal_order_images/PEXEAP-1.png,Second
temporal_order_images/PEXRPC-2.png,temporal_order_images/PEXRPC-1.png,Second
temporal_order_images/PEX0YQ-1.png,temporal_order_images/PEX0YQ-2.png,First
temporal_order_images/PEXEXT-1.png,temporal_order_images/PEXEXT-2.png,First
temporal_order_images/PEXNYM-1.png,temporal_order_images/PEXNYM-3.png,First
temporal_order_images/PIX1Z0-3.png,temporal_order_images/PIX1Z0-2.png,Second
temporal_order_images/PIXOJA-2.png,temporal_order_images/PIXOJA-1.png,Second
temporal_order_images/PEXOA0-2.png,temporal_order_images/PEXOA0-1.png,Second
temporal_order_images/PIXFZM-1.png,temporal_order_images/PIXFZM-2.png,First
